col_0,col_1,col_2
-1.0943567328825219,1,0
-1.0942130708787092,0,1
-1.0941523710868488,1,0
-1.0939016534169568,1,0
-1.09374899382814,1,0
-1.093504385773957,0,1
-1.0934671956804607,0,1
-1.0933215204686897,1,0
-1.0926135043607788,0,1
-1.0925497499338583,1,0
-1.0924296257483503,1,0
-1.0923664823161054,0,1
-1.0919213081280748,1,0
-1.0918711963489924,1,0
-1.0917317963848543,1,0
-1.0916861228725592,0,1
-1.0915355642252915,1,0
-1.0914637845769588,1,0
-1.091244154866662,1,0
-1.091030782401786,0,1
-1.0906369597799763,1,0
-1.0906235011156045,1,0
-1.0902648934397243,1,0
-1.089704713643126,1,0
-1.0897013052011544,0,1
-1.0895272410369767,1,0
-1.089294370130654,1,0
-1.0890939789723664,1,0
-1.0888269817206515,1,0
-1.0887510380179215,1,0
-1.088132632889825,1,0
-1.087804960065554,1,0
-1.0877895737389063,1,0
-1.0875410930099318,1,0
-1.087340320720588,1,0
-1.0860274694797278,1,0
-1.0858942351538088,1,0
-1.0858941511654923,1,0
-1.0857839975549015,1,0
-1.085737561115059,1,0
-1.0856104243722808,0,1
-1.0852582953071055,1,0
-1.0851349304608726,1,0
-1.0851034001051885,0,1
-1.0850963182264843,1,0
-1.085077545839445,1,0
-1.0848235896332419,1,0
-1.0845634553462749,1,0
-1.08417244857756,1,0
-1.08392508568875,1,0
-1.0837138621411626,1,0
-1.0836648506368387,1,0
-1.0835111360393437,1,0
-1.082852216410667,1,0
-1.082474012990194,0,1
-1.0824488027458736,1,0
-1.0820653494118535,0,1
-1.0820324667095635,0,1
-1.0813250294125252,1,0
-1.0811392209267756,1,0
-1.0808466750726389,1,0
-1.0804648000750927,0,1
-1.080199071734962,1,0
-1.0799625767331036,0,1
-1.079563773080194,0,1
-1.0793768364503424,1,0
-1.0791510346240925,0,1
-1.0788221811083287,1,0
-1.0787561956484528,0,1
-1.0782299766313512,1,0
-1.0771683470685143,1,0
-1.0766657507420179,1,0
-1.0765294823536808,1,0
-1.0762844254048427,1,0
-1.0762407155076732,1,0
-1.076233280137607,1,0
-1.0761637597568907,1,0
-1.0758618506112527,1,0
-1.0758479903264793,0,1
-1.0756254933435763,1,0
-1.0755397661580728,1,0
-1.0753412442206802,1,0
-1.075338082073743,0,1
-1.075299016485139,0,1
-1.0752835959323144,1,0
-1.075265057164525,1,0
-1.0747723608917203,0,1
-1.0742274374791394,1,0
-1.0740924265947944,0,1
-1.0736817594572396,0,1
-1.0736729628898292,1,0
-1.0731832212525936,1,0
-1.0727978315823354,1,0
-1.072638693612914,1,0
-1.0725846489206807,0,1
-1.0721647099796463,1,0
-1.071698059723628,1,0
-1.07168507012672,1,0
-1.0713199051967413,1,0
-1.0712276212577558,1,0
-1.0712235323767567,1,0
-1.0710568232815716,1,0
-1.071038026995507,0,1
-1.07072679332447,1,0
-1.0703226658726603,1,0
-1.0700797406380829,0,1
-1.070050795221294,1,0
-1.06996572516309,1,0
-1.069852823773862,1,0
-1.0698072341998277,0,1
-1.069746280246508,1,0
-1.069492689595526,1,0
-1.0694435523328492,1,0
-1.0692927836831283,1,0
-1.0689567398092508,1,0
-1.0686953933653247,0,1
-1.0685188634546707,1,0
-1.0685171199071029,1,0
-1.0684374450760343,1,0
-1.0683514635820313,0,1
-1.068326514893438,1,0
-1.067976367320921,0,1
-1.0674063259653108,1,0
-1.0661038578727806,1,0
-1.0659776773146254,1,0
-1.065892120756022,1,0
-1.065856434200111,0,1
-1.0656865209243236,1,0
-1.065481927847343,1,0
-1.0651299256601092,1,0
-1.0643151975316425,1,0
-1.0639145270651262,1,0
-1.063892801628984,1,0
-1.0636032920688396,1,0
-1.0633223072235742,1,0
-1.063293470778968,0,1
-1.063149636124202,0,1
-1.063038432992601,1,0
-1.062973649038293,1,0
-1.0629730924503695,0,1
-1.0629369516671532,0,1
-1.0627920095232934,1,0
-1.0627132631121687,0,1
-1.0624339019399764,1,0
-1.0622883863092387,1,0
-1.0621069117348492,1,0
-1.0620936360085755,1,0
-1.0618682228544842,0,1
-1.061810825998999,1,0
-1.0618056067352533,1,0
-1.0617769522551614,1,0
-1.0615914849102353,1,0
-1.061555730479329,1,0
-1.061321383657749,1,0
-1.0612469977292869,1,0
-1.0611184151470494,1,0
-1.0610159238757293,1,0
-1.0610149124351305,0,1
-1.0600332572405855,0,1
-1.0599539482168032,1,0
-1.0599407587315828,1,0
-1.0599231712603403,1,0
-1.0598953693211106,1,0
-1.059270716290248,1,0
-1.05888861945302,1,0
-1.0588704491373206,1,0
-1.0584495679461048,1,0
-1.0580245568812692,1,0
-1.0579148095914563,1,0
-1.057810345928495,1,0
-1.0577640054175583,1,0
-1.0573959413821736,1,0
-1.057346470250102,1,0
-1.0572486925163178,1,0
-1.0571711002973179,1,0
-1.0571352664681115,1,0
-1.0570404163638256,0,1
-1.0568042511374487,1,0
-1.056224756949836,0,1
-1.0560208935769173,0,1
-1.0557866092446693,1,0
-1.0557373875335867,1,0
-1.0551044585451423,1,0
-1.054772502337824,1,0
-1.0545817296782931,0,1
-1.0545313491366253,1,0
-1.05433728606532,1,0
-1.0541981700176384,1,0
-1.0540186680237509,0,1
-1.0539861887223083,1,0
-1.0539426799532192,1,0
-1.0538069264883276,0,1
-1.053793110690076,0,1
-1.0535752525782072,0,1
-1.0532885534667704,0,1
-1.0531440652395943,1,0
-1.0530870614410195,1,0
-1.052483430315292,1,0
-1.0524535216660291,0,1
-1.052075156889525,1,0
-1.0518064954988366,1,0
-1.0515553264154995,0,1
-1.0514393487234528,1,0
-1.0513832389481095,0,1
-1.0511612796300167,0,1
-1.0508579227140695,1,0
-1.0507009442516828,1,0
-1.0504930214211403,1,0
-1.050482624006478,0,1
-1.0503744698377446,1,0
-1.0497953561124045,0,1
-1.0497722879973808,1,0
-1.0492592570259067,1,0
-1.0490640431269795,0,1
-1.0490329801102452,1,0
-1.0488628028488862,1,0
-1.0485598838587795,1,0
-1.047886401519004,0,1
-1.0475979514368887,1,0
-1.0473661478527718,1,0
-1.047295974526819,1,0
-1.046825000781852,1,0
-1.0468226670447272,0,1
-1.0467852540855291,1,0
-1.0467500827213607,1,0
-1.046427391317984,1,0
-1.04638843247434,1,0
-1.0463245668316448,1,0
-1.046139023739327,1,0
-1.0458851183948137,1,0
-1.0458088893550195,1,0
-1.0456132307939667,1,0
-1.0453429462625263,1,0
-1.0453427213199527,1,0
-1.0452670856315671,1,0
-1.0445230549202065,1,0
-1.0440707136914786,1,0
-1.0439696311188889,1,0
-1.0439613944856907,0,1
-1.0439101994210167,0,1
-1.0438399669181795,1,0
-1.0435685606775675,0,1
-1.043530926714181,1,0
-1.0434829512852246,1,0
-1.0430305012118708,1,0
-1.0430250199742217,1,0
-1.0428452924622853,1,0
-1.04267063984652,1,0
-1.0424299433927546,0,1
-1.0422550966054067,1,0
-1.042154913718532,1,0
-1.042143498618426,1,0
-1.0421404020395375,1,0
-1.041960420745364,1,0
-1.0417153082356487,1,0
-1.0416780447324903,1,0
-1.0416027617109271,0,1
-1.0411668751033845,1,0
-1.0406954216450572,1,0
-1.0405469256128004,1,0
-1.040467807087475,1,0
-1.040423855876856,0,1
-1.03986394731811,1,0
-1.0396600060934107,1,0
-1.0391829890931117,1,0
-1.0389896191957027,1,0
-1.038500230593025,1,0
-1.038400280278808,1,0
-1.038157523973704,0,1
-1.0381302162889368,1,0
-1.03785108678596,1,0
-1.0378342628463249,1,0
-1.0376629269181965,0,1
-1.0375296112510963,0,1
-1.0373753788063451,1,0
-1.0372271251705396,1,0
-1.0371509323764048,1,0
-1.0369426370914732,1,0
-1.0368679799871514,0,1
-1.0368073150649753,1,0
-1.0363541750665246,1,0
-1.0358347196658375,0,1
-1.0358155741452248,0,1
-1.0357483521638606,1,0
-1.0353705653455056,1,0
-1.0350122093731207,0,1
-1.0348424512300756,1,0
-1.0348309610246207,1,0
-1.0343831296740675,1,0
-1.0342104731625064,1,0
-1.0342088360092376,1,0
-1.034127646081784,1,0
-1.0338580808143956,1,0
-1.033664301148556,0,1
-1.033599864780868,0,1
-1.033553057992688,1,0
-1.03338529085272,1,0
-1.0332751922645622,0,1
-1.0328962365290486,1,0
-1.032834744638759,1,0
-1.031993797549537,1,0
-1.0319387371658573,1,0
-1.0318712839752626,0,1
-1.0317882491856272,1,0
-1.0315899278173044,0,1
-1.0314685223420483,1,0
-1.0314470729924772,0,1
-1.031333766072588,0,1
-1.0311844846174338,1,0
-1.0307901364985137,1,0
-1.030501345439838,0,1
-1.0301562517999858,1,0
-1.029966368884057,0,1
-1.029765716431001,1,0
-1.0296346340081972,1,0
-1.0287495543006433,1,0
-1.0286752834653063,1,0
-1.0281093336190483,0,1
-1.02800868646185,1,0
-1.027890712061262,1,0
-1.0278066192701507,1,0
-1.0277594132689272,0,1
-1.027716062411849,1,0
-1.0275748325349237,1,0
-1.0273650820445273,1,0
-1.0273556182764476,0,1
-1.0271321747605564,1,0
-1.026713141745211,0,1
-1.0266783244622435,0,1
-1.0266670433835967,1,0
-1.0262869602127862,1,0
-1.0259171628811214,1,0
-1.0257902570643431,1,0
-1.0253020175494303,0,1
-1.0246013031744075,1,0
-1.0245908122726,1,0
-1.0245193461925404,1,0
-1.0243117601837195,1,0
-1.0241606459491375,1,0
-1.0241556123241071,1,0
-1.024033188693391,1,0
-1.0239451607688195,0,1
-1.023833115957345,0,1
-1.0237451745717263,1,0
-1.0236939718408529,1,0
-1.0235864037907951,1,0
-1.0233956217056464,1,0
-1.0233903721259079,0,1
-1.023344847800116,0,1
-1.023017099765981,1,0
-1.0230074595469991,0,1
-1.0228677317209716,1,0
-1.0225398231173104,0,1
-1.0224523677301407,1,0
-1.0224195380394727,1,0
-1.0222169220101807,1,0
-1.0222144536429703,1,0
-1.022162034899437,0,1
-1.0221272672136823,1,0
-1.021795579327832,1,0
-1.0217122001831103,1,0
-1.0215987195597611,1,0
-1.0215974842293944,0,1
-1.0213087279931004,0,1
-1.0208182556881256,1,0
-1.0207138214211102,1,0
-1.020397564398336,1,0
-1.0203966853189543,1,0
-1.0203578950878835,1,0
-1.020322968869062,1,0
-1.0201823169926865,1,0
-1.0201108185496008,0,1
-1.0198901674775624,1,0
-1.019835499217686,1,0
-1.0196310137466311,1,0
-1.0194171268634733,0,1
-1.0193424445065091,0,1
-1.019296474011658,1,0
-1.019291591443764,0,1
-1.01928834653392,0,1
-1.01917405111266,1,0
-1.0189059806878136,1,0
-1.0186057594528124,1,0
-1.0185126519850483,1,0
-1.0182193284703835,1,0
-1.017973254589783,1,0
-1.0179380345489373,1,0
-1.0179100773506466,1,0
-1.017834367864207,1,0
-1.0176638286999566,1,0
-1.0175947537783991,0,1
-1.0175318757903282,0,1
-1.0173008031125967,1,0
-1.0168404297649016,0,1
-1.0163793269930868,0,1
-1.016201605786894,0,1
-1.0160874175410644,1,0
-1.016012344707398,1,0
-1.015909766615446,1,0
-1.0158510312078644,1,0
-1.0156316762639075,1,0
-1.015573268300629,1,0
-1.0154652028105149,0,1
-1.015381475441834,1,0
-1.0153599255387336,1,0
-1.0152280436940475,1,0
-1.015227663850448,1,0
-1.015035706776228,1,0
-1.014658121220158,0,1
-1.0146138243634688,1,0
-1.0144469743143902,0,1
-1.014301939918123,1,0
-1.014152143928916,1,0
-1.013733081796861,0,1
-1.0137027093811704,1,0
-1.0136016949222748,1,0
-1.0130410742224536,1,0
-1.0126539535787529,1,0
-1.0125506814202196,0,1
-1.0124906469210135,0,1
-1.0123792259303637,1,0
-1.012217742002321,1,0
-1.0119791233576552,1,0
-1.0118288550336216,0,1
-1.011680967372372,0,1
-1.0110441550398175,0,1
-1.0109498157326955,0,1
-1.010616067228649,1,0
-1.0101890919652219,0,1
-1.0100135567370252,1,0
-1.0099481344710715,1,0
-1.0099124938195503,1,0
-1.00990710197801,0,1
-1.0096580132361768,0,1
-1.0095759948425136,1,0
-1.0092747504025292,1,0
-1.0084965616988633,1,0
-1.0084103915905223,1,0
-1.0082794128288193,1,0
-1.0081171815857977,1,0
-1.008053227843549,1,0
-1.0076703057292764,1,0
-1.0073522652409064,0,1
-1.0070376839269475,1,0
-1.0068880585208406,0,1
-1.006386017973659,1,0
-1.0063721312382052,1,0
-1.0062956770163267,0,1
-1.006234974608723,0,1
-1.0061128370526808,0,1
-1.0058967011561135,1,0
-1.0056080978666764,1,0
-1.0054085962776191,1,0
-1.0051544734660711,1,0
-1.0049748090450448,1,0
-1.0048810900669236,1,0
-1.0044658343563768,1,0
-1.0038952574501725,0,1
-1.0036160832202379,1,0
-1.0024558294937336,1,0
-1.002244608033142,1,0
-1.002177470045226,1,0
-1.002150483497969,1,0
-1.0021250177698546,1,0
-1.001945978117044,1,0
-1.0017888365060108,1,0
-1.0016403118935904,1,0
-1.0000296436985698,0,1
-1.00000376974197,1,0
-0.9995274458057584,1,0
-0.9993465970452144,0,1
-0.9993199250768181,1,0
-0.998493671717168,1,0
-0.9983131886568234,1,0
-0.998088160384088,1,0
-0.9980721118536192,1,0
-0.9978305733047363,1,0
-0.9978292789985722,0,1
-0.9978024403088419,0,1
-0.9977392052314853,1,0
-0.9975819324926858,1,0
-0.9973084055692996,1,0
-0.9970056345432504,1,0
-0.9966763168306184,1,0
-0.9965604526798274,1,0
-0.9965591850145613,1,0
-0.9964872116238249,1,0
-0.9964227397798706,1,0
-0.9963341633837034,1,0
-0.9963121187270978,0,1
-0.9961528712120444,1,0
-0.9959844577772509,1,0
-0.9954019939296752,1,0
-0.9953974750395149,1,0
-0.9949959860962938,0,1
-0.9944576866687325,1,0
-0.99406232483068,1,0
-0.9939363399201384,0,1
-0.9938525191816978,1,0
-0.9937413445932963,1,0
-0.9935505656171577,1,0
-0.9935397374600614,0,1
-0.9932508703905065,1,0
-0.9930791142607408,1,0
-0.992868437898122,1,0
-0.9927373372215132,0,1
-0.9925988002302804,0,1
-0.9925564277870734,1,0
-0.9921761901654611,0,1
-0.9917294461953117,1,0
-0.991269853506836,1,0
-0.991258544509533,0,1
-0.9910918617431198,1,0
-0.9910213977873201,1,0
-0.990749655563524,1,0
-0.9907415319497258,1,0
-0.9906386514758909,1,0
-0.9904848148694423,1,0
-0.9902361079619492,1,0
-0.989954451085968,1,0
-0.9897896493771251,1,0
-0.9897892910972599,1,0
-0.9896209859153966,1,0
-0.9895125153209117,1,0
-0.9893929832985213,1,0
-0.989058487579288,1,0
-0.9889816236773455,1,0
-0.9889477761818727,0,1
-0.9887659171556941,1,0
-0.9886786081178035,1,0
-0.9886424630286262,1,0
-0.988622210234782,1,0
-0.9881244031584069,1,0
-0.98792502030338,0,1
-0.9878651379665347,0,1
-0.9878433139534528,0,1
-0.9878300422664441,1,0
-0.9878005343083598,1,0
-0.9876630064062195,1,0
-0.9869614958252283,1,0
-0.9869546366889344,1,0
-0.9866871819582684,1,0
-0.986564207992302,1,0
-0.986467420208035,1,0
-0.9860392892487456,1,0
-0.9859987257655071,1,0
-0.9859388105691773,1,0
-0.9858562566600685,1,0
-0.9855416532902899,1,0
-0.9853094094912851,1,0
-0.9851691294100893,1,0
-0.9849487139714534,1,0
-0.9846488936784259,1,0
-0.9846339660897001,1,0
-0.98437980753602,1,0
-0.984218718447566,1,0
-0.9842050280025448,1,0
-0.9841720523530461,1,0
-0.9839161040617284,1,0
-0.9838584885239215,1,0
-0.983807022913964,1,0
-0.9837530047666435,0,1
-0.9835489189978365,1,0
-0.9833774149894173,1,0
-0.9831088841089891,1,0
-0.9830359709647296,1,0
-0.9829894702468652,1,0
-0.9829229853433112,0,1
-0.9828700706992025,1,0
-0.982767355647168,1,0
-0.9827316342848064,1,0
-0.9822257406034739,1,0
-0.9820438610432995,1,0
-0.9814936883653697,1,0
-0.9814845327792872,1,0
-0.9814349320882626,1,0
-0.981236369986558,1,0
-0.9810387685988986,1,0
-0.98101624572014,1,0
-0.9809213319265427,1,0
-0.9806698719208264,1,0
-0.9805094720542752,1,0
-0.9804679347159594,1,0
-0.9803967250386659,1,0
-0.9802876828382109,1,0
-0.9802573823693165,1,0
-0.9801065131703101,1,0
-0.9799749725593533,0,1
-0.9797817107584847,1,0
-0.979744514423448,1,0
-0.9796711806335368,0,1
-0.9796180531784012,1,0
-0.9794741551881075,1,0
-0.9792860414134774,1,0
-0.9791146478449488,1,0
-0.9788893466016669,1,0
-0.9788142013795914,1,0
-0.9785757834882272,0,1
-0.9785395382365228,1,0
-0.9785218445271656,1,0
-0.9783986785999673,1,0
-0.978193501377132,1,0
-0.9781929374204894,1,0
-0.9781278463972028,1,0
-0.9777309458557507,1,0
-0.9775037630134829,1,0
-0.9771319229032144,1,0
-0.9769394854310605,0,1
-0.9765111969808284,1,0
-0.9761652424653992,0,1
-0.9760081942275547,0,1
-0.9759801168766408,1,0
-0.975871847600338,1,0
-0.975336339634973,1,0
-0.975182215604379,0,1
-0.9750271295370497,1,0
-0.9749278147541875,1,0
-0.9747529981851351,1,0
-0.9745939014849971,1,0
-0.9745574655449784,1,0
-0.9743327283645905,0,1
-0.9742227928922733,0,1
-0.9741737690123715,1,0
-0.9741407447813368,1,0
-0.973653097679724,1,0
-0.9734752656056462,0,1
-0.9732061950404601,1,0
-0.9730880445952237,1,0
-0.9730841057268158,1,0
-0.9728344371344408,1,0
-0.9726563487384181,0,1
-0.9725623901952892,0,1
-0.9723371876369571,1,0
-0.9719942151585392,0,1
-0.9714032603028545,0,1
-0.9714027968995396,1,0
-0.9712548283197961,1,0
-0.970983595245056,0,1
-0.9708701966693434,1,0
-0.9706898252501405,1,0
-0.9705551966728261,1,0
-0.9703586955634456,1,0
-0.970076684450072,1,0
-0.970050207844688,1,0
-0.9699646030043456,1,0
-0.9699436260286531,1,0
-0.9698106923814883,1,0
-0.9695443247678478,1,0
-0.9694132931979635,1,0
-0.9693754350853533,1,0
-0.9691185073892781,1,0
-0.9690991104299352,1,0
-0.9688897161784876,1,0
-0.9687054371427457,1,0
-0.9686166522380288,1,0
-0.9684943203710284,1,0
-0.9683193498184378,1,0
-0.9677782411551112,1,0
-0.9677098873267487,0,1
-0.9675320347043687,0,1
-0.9673531507767577,1,0
-0.9673304144424445,1,0
-0.9670333106859048,1,0
-0.966757958287546,1,0
-0.9666090147449021,1,0
-0.9666044613752208,0,1
-0.9664472233161786,1,0
-0.9664362718409821,1,0
-0.9660213069558552,0,1
-0.9655839299367354,0,1
-0.9654895468496648,1,0
-0.9653455080393383,1,0
-0.9651800544014114,1,0
-0.9651488577977264,1,0
-0.9647101493021577,1,0
-0.964527254285871,0,1
-0.9645164084283888,1,0
-0.9644259086480467,1,0
-0.9643313692583425,1,0
-0.9642341669835996,1,0
-0.9639505641478797,1,0
-0.9639414397584168,1,0
-0.9638094702747764,0,1
-0.9637083188985742,1,0
-0.963705088618113,1,0
-0.9627460598835624,1,0
-0.9627425345364528,1,0
-0.9625100313588032,1,0
-0.9624636679582041,0,1
-0.9622072003527754,1,0
-0.9621395736616346,1,0
-0.9621030410675885,1,0
-0.9619134287316852,1,0
-0.961577353291278,0,1
-0.9615069697652026,1,0
-0.9613072450140216,1,0
-0.9612848390017836,1,0
-0.9611385759367927,1,0
-0.960571795385032,1,0
-0.9605533910201217,0,1
-0.9605252371945037,1,0
-0.9602710144451592,1,0
-0.9598900483935923,1,0
-0.9598214150282408,1,0
-0.9595435551169571,1,0
-0.959534284234516,1,0
-0.9595057397268449,1,0
-0.9594143516568897,0,1
-0.959236863391544,1,0
-0.9590065501801133,1,0
-0.9587719701443839,0,1
-0.9586352581574055,1,0
-0.9585643963461805,1,0
-0.95849756213992,1,0
-0.9583100717869151,0,1
-0.9582582849480766,1,0
-0.957572194161234,1,0
-0.9568518685409885,1,0
-0.9567297549889635,1,0
-0.9563194886966472,1,0
-0.9562588470122642,1,0
-0.9561333543828288,1,0
-0.956026876295272,1,0
-0.9559934656103872,0,1
-0.9557963773152296,1,0
-0.9557693609584755,1,0
-0.9554352600924528,1,0
-0.9550419338447963,0,1
-0.9549955715136192,1,0
-0.9545810949860256,1,0
-0.9545198828101277,1,0
-0.9543591402898856,1,0
-0.9543543418757213,1,0
-0.9542632962851983,1,0
-0.954054322854599,1,0
-0.9539013433597056,1,0
-0.9538357776088947,0,1
-0.9537894491521005,1,0
-0.9528912568803984,1,0
-0.9527265027478696,1,0
-0.9526240577794484,1,0
-0.9525370125345118,1,0
-0.9525204314676979,1,0
-0.9519560427849043,1,0
-0.9518949471610314,0,1
-0.9518819505289827,1,0
-0.9518405482994828,0,1
-0.9517822414397865,1,0
-0.9517515022442784,1,0
-0.9511514780110768,1,0
-0.9509451171958605,0,1
-0.9508137799562943,1,0
-0.9507867090465475,1,0
-0.9507590165760393,0,1
-0.9506586773029421,0,1
-0.9500758326126837,0,1
-0.9497017932484257,1,0
-0.9494979414625294,0,1
-0.948981413382686,1,0
-0.9489784879655728,1,0
-0.9487423445545645,1,0
-0.948489644991216,0,1
-0.948406127366496,1,0
-0.9483751949822744,1,0
-0.9482105384610026,1,0
-0.9480354821751455,1,0
-0.9478962839074893,1,0
-0.9477576421059702,1,0
-0.9475973782370727,1,0
-0.9473589929932176,1,0
-0.9472615225741473,1,0
-0.9470229967473527,0,1
-0.9470136267123187,1,0
-0.9469725897940061,1,0
-0.9466408624185341,0,1
-0.9464617466466289,0,1
-0.9464311757878099,1,0
-0.946384933337398,1,0
-0.9462162900009661,1,0
-0.945479648520868,0,1
-0.9453894801314852,1,0
-0.9453800208814461,1,0
-0.9452996766730873,0,1
-0.9449894049535577,1,0
-0.9449502414895488,0,1
-0.9449219949296415,1,0
-0.9445663210541576,1,0
-0.944514702295508,1,0
-0.9442909115315608,1,0
-0.9437326352998701,1,0
-0.9433269903767424,1,0
-0.9433203212762843,0,1
-0.9433031396494344,1,0
-0.9430751629414368,1,0
-0.9427159688611276,1,0
-0.9426023154461982,1,0
-0.9421383359800464,1,0
-0.9420828827181132,1,0
-0.9419064906472256,1,0
-0.9417140877302766,1,0
-0.941704866193866,1,0
-0.9416783378194714,1,0
-0.9406918106282756,1,0
-0.9402289351703651,1,0
-0.9401500235499801,1,0
-0.9397770192374275,1,0
-0.9391320528520292,1,0
-0.9388887672526397,1,0
-0.9384979238048344,0,1
-0.9384247683912385,0,1
-0.9383645923235279,1,0
-0.9381942821177027,1,0
-0.938145614832045,1,0
-0.937470954451368,0,1
-0.9372444574590176,1,0
-0.936795058279352,1,0
-0.9363815987727889,1,0
-0.9362642474892544,1,0
-0.936147397723163,0,1
-0.9355730339493834,1,0
-0.935464729568248,0,1
-0.9353908688654402,1,0
-0.9351234279158298,1,0
-0.9348892659240237,1,0
-0.9348507983078398,1,0
-0.9347724299676861,1,0
-0.9345882466585023,0,1
-0.9338214399919376,0,1
-0.9338008452711517,1,0
-0.9335782872579752,1,0
-0.9334730195392974,1,0
-0.933371068586164,1,0
-0.933268207042614,1,0
-0.9330958257814976,0,1
-0.9329126979490041,1,0
-0.9328137317263102,1,0
-0.9327970404972413,1,0
-0.9327425634342252,1,0
-0.9324856025792816,0,1
-0.9323042045171603,0,1
-0.9322064534076692,1,0
-0.9319468684796824,1,0
-0.9314167502493341,0,1
-0.9312390299613951,0,1
-0.9311358033741464,1,0
-0.9306114020008993,1,0
-0.9302991943589471,1,0
-0.9295175509095728,1,0
-0.9290501696881238,0,1
-0.928979574277002,0,1
-0.9289644505303593,1,0
-0.9287003810368413,1,0
-0.9285102208004382,0,1
-0.9284190591616152,1,0
-0.9280442960598376,1,0
-0.9279553646317741,0,1
-0.9278277820166285,0,1
-0.9276341410490032,0,1
-0.9276217378979357,1,0
-0.9272517117926499,1,0
-0.9271770355343858,1,0
-0.9271228797451501,0,1
-0.9271026419711283,1,0
-0.9270701540908732,0,1
-0.9268524956361807,0,1
-0.926617832161228,1,0
-0.9265149455446403,1,0
-0.92639761063846,1,0
-0.9263594757420464,1,0
-0.9263188091161965,1,0
-0.9261677826372403,1,0
-0.9257332147022655,1,0
-0.925642715543595,1,0
-0.925438261750614,0,1
-0.925335595225092,1,0
-0.9248840121359492,0,1
-0.9245774646911603,1,0
-0.9242621857043355,0,1
-0.9238098288010584,1,0
-0.9237137229291811,1,0
-0.9237003989403152,1,0
-0.9235798657034832,0,1
-0.9235367486152346,1,0
-0.923414341391162,1,0
-0.9231451979666975,1,0
-0.9230127348514287,1,0
-0.9229916827947025,1,0
-0.9226431760273744,1,0
-0.9221792049762936,1,0
-0.9220735272446366,1,0
-0.9220456075299625,1,0
-0.922013440050355,1,0
-0.9218996015579952,1,0
-0.9217014099797368,1,0
-0.9216976628599735,0,1
-0.9216694645256592,1,0
-0.9216578349327521,1,0
-0.9210079971802848,1,0
-0.9201837486944648,1,0
-0.9200580868095569,1,0
-0.9195530059398463,1,0
-0.9195385369699405,1,0
-0.9193663591020954,1,0
-0.9191833276668496,1,0
-0.9187364952630702,1,0
-0.918528178450304,1,0
-0.9183908861533128,1,0
-0.9183878900319001,0,1
-0.9183790063871587,1,0
-0.9183287507861699,1,0
-0.9182745868111043,0,1
-0.9181229236010863,1,0
-0.9179887281271832,1,0
-0.9178299607186594,1,0
-0.9175670630445008,1,0
-0.917491883016412,1,0
-0.9174584837442867,1,0
-0.9173955448359395,1,0
-0.9170697170249424,1,0
-0.9169838304619181,1,0
-0.9168059608398232,1,0
-0.9167799346264112,1,0
-0.916630031660252,1,0
-0.916376780298612,1,0
-0.9163504768543485,1,0
-0.9157464116282401,1,0
-0.9156806446811008,1,0
-0.9155289542356829,1,0
-0.91551273757578,0,1
-0.9149210174358733,1,0
-0.9148818134606029,1,0
-0.9147192070895411,0,1
-0.914587521895249,1,0
-0.9145668911473191,1,0
-0.9144271224352765,1,0
-0.91423242980434,0,1
-0.913952980380739,1,0
-0.9137736239721096,1,0
-0.9137492860224566,1,0
-0.9137329090236227,1,0
-0.9136523180867853,1,0
-0.9134188669950163,1,0
-0.9126893865906504,1,0
-0.9125819986896467,1,0
-0.9124723884635506,1,0
-0.9124287027905688,1,0
-0.9122733393866465,1,0
-0.9122565697412042,1,0
-0.9122521972195418,1,0
-0.9118751941775952,1,0
-0.9118002470203027,0,1
-0.9116913255859811,1,0
-0.9116899212087997,1,0
-0.9111311711161784,1,0
-0.9109974545350488,1,0
-0.9109663812794416,1,0
-0.9109071835667901,1,0
-0.9108481486790483,1,0
-0.9106847325390873,1,0
-0.9105939189973302,1,0
-0.9103014137005732,1,0
-0.9099394625900848,1,0
-0.9098282083186509,1,0
-0.9093526877287073,1,0
-0.9093218855783395,1,0
-0.9092979779618189,1,0
-0.9091685358517329,1,0
-0.9087944755048605,1,0
-0.9087870708940861,1,0
-0.9082107457911767,1,0
-0.9079289663169428,1,0
-0.9075571696508113,1,0
-0.9073947139754307,0,1
-0.9073090779800131,1,0
-0.9071425589556814,1,0
-0.9069974690884832,1,0
-0.9068908372531802,0,1
-0.9065952241714273,1,0
-0.9063105886222026,1,0
-0.9061012287739536,0,1
-0.9059791104537209,1,0
-0.9059769104009328,1,0
-0.90556529009606,1,0
-0.9054343341132227,0,1
-0.9053436243077805,1,0
-0.9052989124173747,1,0
-0.9052249824544426,1,0
-0.9049649664494168,0,1
-0.9049235319494909,0,1
-0.9048215809539379,1,0
-0.904712825858288,1,0
-0.9046702856153368,0,1
-0.90457824681262,1,0
-0.9044324219872064,0,1
-0.9044297947576739,1,0
-0.9043329742337735,1,0
-0.9043182523206552,1,0
-0.9040537111329328,0,1
-0.9040219879456558,1,0
-0.9039750867755256,0,1
-0.9034029690019373,1,0
-0.9033351099289176,1,0
-0.903042141704062,1,0
-0.9024646606083581,1,0
-0.9021194633326904,1,0
-0.9019977132949288,1,0
-0.9016218047169273,1,0
-0.9015891701761027,0,1
-0.9007714776601417,1,0
-0.9007378018569475,1,0
-0.9007210368473088,1,0
-0.9002873463681981,1,0
-0.9002566189714074,1,0
